title,table_number,cell_number,level,total,white,black,aian,asian,nhopi,sor,two,hispanic,sex,start_age,end_age,median_age
45 to 49 years,P12F,P012F015,block,missing,N,N,N,N,N,Y,missing,missing,male,45,49,missing
50 to 54 years,P12F,P012F016,block,missing,N,N,N,N,N,Y,missing,missing,male,50,54,missing
55 to 59 years,P12F,P012F017,block,missing,N,N,N,N,N,Y,missing,missing,male,55,59,missing
60 and 61 years,P12F,P012F018,block,missing,N,N,N,N,N,Y,missing,missing,male,60,61,missing
62 to 64 years,P12F,P012F019,block,missing,N,N,N,N,N,Y,missing,missing,male,62,64,missing
65 and 66 years,P12F,P012F020,block,missing,N,N,N,N,N,Y,missing,missing,male,65,66,missing
67 to 69 years,P12F,P012F021,block,missing,N,N,N,N,N,Y,missing,missing,male,67,69,missing
70 to 74 years,P12F,P012F022,block,missing,N,N,N,N,N,Y,missing,missing,male,70,74,missing
75 to 79 years,P12F,P012F023,block,missing,N,N,N,N,N,Y,missing,missing,male,75,79,missing
80 to 84 years,P12F,P012F024,block,missing,N,N,N,N,N,Y,missing,missing,male,80,84,missing
85 years and over,P12F,P012F025,block,missing,N,N,N,N,N,Y,missing,missing,male,85,110,missing
Under 5 years,P12F,P012F027,block,missing,N,N,N,N,N,Y,missing,missing,female,0,4,missing
5 to 9 years,P12F,P012F028,block,missing,N,N,N,N,N,Y,missing,missing,female,5,9,missing
10 to 14 years,P12F,P012F029,block,missing,N,N,N,N,N,Y,missing,missing,female,10,14,missing
15 to 17 years,P12F,P012F030,block,missing,N,N,N,N,N,Y,missing,missing,female,15,17,missing
18 and 19 years,P12F,P012F031,block,missing,N,N,N,N,N,Y,missing,missing,female,18,19,missing
20 years,P12F,P012F032,block,missing,N,N,N,N,N,Y,missing,missing,female,20,20,missing
21 years,P12F,P012F033,block,missing,N,N,N,N,N,Y,missing,missing,female,21,21,missing
22 to 24 years,P12F,P012F034,block,missing,N,N,N,N,N,Y,missing,missing,female,22,24,missing
25 to 29 years,P12F,P012F035,block,missing,N,N,N,N,N,Y,missing,missing,female,25,29,missing
30 to 34 years,P12F,P012F036,block,missing,N,N,N,N,N,Y,missing,missing,female,30,34,missing
35 to 39 years,P12F,P012F037,block,missing,N,N,N,N,N,Y,missing,missing,female,35,39,missing
40 to 44 years,P12F,P012F038,block,missing,N,N,N,N,N,Y,missing,missing,female,40,44,missing
45 to 49 years,P12F,P012F039,block,missing,N,N,N,N,N,Y,missing,missing,female,45,49,missing
50 to 54 years,P12F,P012F040,block,missing,N,N,N,N,N,Y,missing,missing,female,50,54,missing
55 to 59 years,P12F,P012F041,block,missing,N,N,N,N,N,Y,missing,missing,female,55,59,missing
60 and 61 years,P12F,P012F042,block,missing,N,N,N,N,N,Y,missing,missing,female,60,61,missing
62 to 64 years,P12F,P012F043,block,missing,N,N,N,N,N,Y,missing,missing,female,62,64,missing
65 and 66 years,P12F,P012F044,block,missing,N,N,N,N,N,Y,missing,missing,female,65,66,missing
67 to 69 years,P12F,P012F045,block,missing,N,N,N,N,N,Y,missing,missing,female,67,69,missing
70 to 74 years,P12F,P012F046,block,missing,N,N,N,N,N,Y,missing,missing,female,70,74,missing
75 to 79 years,P12F,P012F047,block,missing,N,N,N,N,N,Y,missing,missing,female,75,79,missing
80 to 84 years,P12F,P012F048,block,missing,N,N,N,N,N,Y,missing,missing,female,80,84,missing
85 years and over,P12F,P012F049,block,missing,N,N,N,N,N,Y,missing,missing,female,85,110,missing
Under 5 years,P12G,P012G003,block,missing,missing,missing,missing,missing,missing,missing,two,missing,male,0,4,missing
5 to 9 years,P12G,P012G004,block,missing,missing,missing,missing,missing,missing,missing,two,missing,male,5,9,missing
10 to 14 years,P12G,P012G005,block,missing,missing,missing,missing,missing,missing,missing,two,missing,male,10,14,missing
15 to 17 years,P12G,P012G006,block,missing,missing,missing,missing,missing,missing,missing,two,missing,male,15,17,missing
18 and 19 years,P12G,P012G007,block,missing,missing,missing,missing,missing,missing,missing,two,missing,male,18,19,missing
20 years,P12G,P012G008,block,missing,missing,missing,missing,missing,missing,missing,two,missing,male,20,20,missing
21 years,P12G,P012G009,block,missing,missing,missing,missing,missing,missing,missing,two,missing,male,21,21,missing
22 to 24 years,P12G,P012G010,block,missing,missing,missing,missing,missing,missing,missing,two,missing,male,22,24,missing
25 to 29 years,P12G,P012G011,block,missing,missing,missing,missing,missing,missing,missing,two,missing,male,25,29,missing
30 to 34 years,P12G,P012G012,block,missing,missing,missing,missing,missing,missing,missing,two,missing,male,30,34,missing
35 to 39 years,P12G,P012G013,block,missing,missing,missing,missing,missing,missing,missing,two,missing,male,35,39,missing
40 to 44 years,P12G,P012G014,block,missing,missing,missing,missing,missing,missing,missing,two,missing,male,40,44,missing
45 to 49 years,P12G,P012G015,block,missing,missing,missing,missing,missing,missing,missing,two,missing,male,45,49,missing
50 to 54 years,P12G,P012G016,block,missing,missing,missing,missing,missing,missing,missing,two,missing,male,50,54,missing
55 to 59 years,P12G,P012G017,block,missing,missing,missing,missing,missing,missing,missing,two,missing,male,55,59,missing
60 and 61 years,P12G,P012G018,block,missing,missing,missing,missing,missing,missing,missing,two,missing,male,60,61,missing
62 to 64 years,P12G,P012G019,block,missing,missing,missing,missing,missing,missing,missing,two,missing,male,62,64,missing
65 and 66 years,P12G,P012G020,block,missing,missing,missing,missing,missing,missing,missing,two,missing,male,65,66,missing
67 to 69 years,P12G,P012G021,block,missing,missing,missing,missing,missing,missing,missing,two,missing,male,67,69,missing
70 to 74 years,P12G,P012G022,block,missing,missing,missing,missing,missing,missing,missing,two,missing,male,70,74,missing
75 to 79 years,P12G,P012G023,block,missing,missing,missing,missing,missing,missing,missing,two,missing,male,75,79,missing
80 to 84 years,P12G,P012G024,block,missing,missing,missing,missing,missing,missing,missing,two,missing,male,80,84,missing
85 years and over,P12G,P012G025,block,missing,missing,missing,missing,missing,missing,missing,two,missing,male,85,110,missing
Under 5 years,P12G,P012G027,block,missing,missing,missing,missing,missing,missing,missing,two,missing,female,0,4,missing
5 to 9 years,P12G,P012G028,block,missing,missing,missing,missing,missing,missing,missing,two,missing,female,5,9,missing
10 to 14 years,P12G,P012G029,block,missing,missing,missing,missing,missing,missing,missing,two,missing,female,10,14,missing
15 to 17 years,P12G,P012G030,block,missing,missing,missing,missing,missing,missing,missing,two,missing,female,15,17,missing
18 and 19 years,P12G,P012G031,block,missing,missing,missing,missing,missing,missing,missing,two,missing,female,18,19,missing
20 years,P12G,P012G032,block,missing,missing,missing,missing,missing,missing,missing,two,missing,female,20,20,missing
21 years,P12G,P012G033,block,missing,missing,missing,missing,missing,missing,missing,two,missing,female,21,21,missing
22 to 24 years,P12G,P012G034,block,missing,missing,missing,missing,missing,missing,missing,two,missing,female,22,24,missing
25 to 29 years,P12G,P012G035,block,missing,missing,missing,missing,missing,missing,missing,two,missing,female,25,29,missing
30 to 34 years,P12G,P012G036,block,missing,missing,missing,missing,missing,missing,missing,two,missing,female,30,34,missing
35 to 39 years,P12G,P012G037,block,missing,missing,missing,missing,missing,missing,missing,two,missing,female,35,39,missing
40 to 44 years,P12G,P012G038,block,missing,missing,missing,missing,missing,missing,missing,two,missing,female,40,44,missing
45 to 49 years,P12G,P012G039,block,missing,missing,missing,missing,missing,missing,missing,two,missing,female,45,49,missing
50 to 54 years,P12G,P012G040,block,missing,missing,missing,missing,missing,missing,missing,two,missing,female,50,54,missing
55 to 59 years,P12G,P012G041,block,missing,missing,missing,missing,missing,missing,missing,two,missing,female,55,59,missing
60 and 61 years,P12G,P012G042,block,missing,missing,missing,missing,missing,missing,missing,two,missing,female,60,61,missing
62 to 64 years,P12G,P012G043,block,missing,missing,missing,missing,missing,missing,missing,two,missing,female,62,64,missing
65 and 66 years,P12G,P012G044,block,missing,missing,missing,missing,missing,missing,missing,two,missing,female,65,66,missing
67 to 69 years,P12G,P012G045,block,missing,missing,missing,missing,missing,missing,missing,two,missing,female,67,69,missing
70 to 74 years,P12G,P012G046,block,missing,missing,missing,missing,missing,missing,missing,two,missing,female,70,74,missing
75 to 79 years,P12G,P012G047,block,missing,missing,missing,missing,missing,missing,missing,two,missing,female,75,79,missing
80 to 84 years,P12G,P012G048,block,missing,missing,missing,missing,missing,missing,missing,two,missing,female,80,84,missing
85 years and over,P12G,P012G049,block,missing,missing,missing,missing,missing,missing,missing,two,missing,female,85,110,missing
Under 5 years,P12H,P012H003,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,male,0,4,missing
5 to 9 years,P12H,P012H004,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,male,5,9,missing
10 to 14 years,P12H,P012H005,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,male,10,14,missing
15 to 17 years,P12H,P012H006,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,male,15,17,missing
18 and 19 years,P12H,P012H007,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,male,18,19,missing
20 years,P12H,P012H008,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,male,20,20,missing
21 years,P12H,P012H009,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,male,21,21,missing
22 to 24 years,P12H,P012H010,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,male,22,24,missing
25 to 29 years,P12H,P012H011,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,male,25,29,missing
30 to 34 years,P12H,P012H012,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,male,30,34,missing
35 to 39 years,P12H,P012H013,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,male,35,39,missing
40 to 44 years,P12H,P012H014,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,male,40,44,missing
45 to 49 years,P12H,P012H015,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,male,45,49,missing
50 to 54 years,P12H,P012H016,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,male,50,54,missing
55 to 59 years,P12H,P012H017,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,male,55,59,missing
60 and 61 years,P12H,P012H018,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,male,60,61,missing
62 to 64 years,P12H,P012H019,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,male,62,64,missing
65 and 66 years,P12H,P012H020,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,male,65,66,missing
67 to 69 years,P12H,P012H021,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,male,67,69,missing
70 to 74 years,P12H,P012H022,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,male,70,74,missing
75 to 79 years,P12H,P012H023,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,male,75,79,missing
80 to 84 years,P12H,P012H024,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,male,80,84,missing
85 years and over,P12H,P012H025,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,male,85,110,missing
Under 5 years,P12H,P012H027,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,female,0,4,missing
5 to 9 years,P12H,P012H028,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,female,5,9,missing
10 to 14 years,P12H,P012H029,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,female,10,14,missing
15 to 17 years,P12H,P012H030,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,female,15,17,missing
18 and 19 years,P12H,P012H031,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,female,18,19,missing
20 years,P12H,P012H032,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,female,20,20,missing
21 years,P12H,P012H033,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,female,21,21,missing
22 to 24 years,P12H,P012H034,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,female,22,24,missing
25 to 29 years,P12H,P012H035,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,female,25,29,missing
30 to 34 years,P12H,P012H036,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,female,30,34,missing
35 to 39 years,P12H,P012H037,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,female,35,39,missing
40 to 44 years,P12H,P012H038,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,female,40,44,missing
45 to 49 years,P12H,P012H039,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,female,45,49,missing
50 to 54 years,P12H,P012H040,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,female,50,54,missing
55 to 59 years,P12H,P012H041,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,female,55,59,missing
60 and 61 years,P12H,P012H042,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,female,60,61,missing
62 to 64 years,P12H,P012H043,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,female,62,64,missing
65 and 66 years,P12H,P012H044,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,female,65,66,missing
67 to 69 years,P12H,P012H045,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,female,67,69,missing
70 to 74 years,P12H,P012H046,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,female,70,74,missing
75 to 79 years,P12H,P012H047,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,female,75,79,missing
80 to 84 years,P12H,P012H048,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,female,80,84,missing
85 years and over,P12H,P012H049,block,missing,missing,missing,missing,missing,missing,missing,missing,hispanic,female,85,110,missing
Under 5 years,P12I,P012I003,block,missing,Y,N,N,N,N,N,missing,N,male,0,4,missing
5 to 9 years,P12I,P012I004,block,missing,Y,N,N,N,N,N,missing,N,male,5,9,missing
10 to 14 years,P12I,P012I005,block,missing,Y,N,N,N,N,N,missing,N,male,10,14,missing
15 to 17 years,P12I,P012I006,block,missing,Y,N,N,N,N,N,missing,N,male,15,17,missing
18 and 19 years,P12I,P012I007,block,missing,Y,N,N,N,N,N,missing,N,male,18,19,missing
20 years,P12I,P012I008,block,missing,Y,N,N,N,N,N,missing,N,male,20,20,missing
21 years,P12I,P012I009,block,missing,Y,N,N,N,N,N,missing,N,male,21,21,missing
22 to 24 years,P12I,P012I010,block,missing,Y,N,N,N,N,N,missing,N,male,22,24,missing
25 to 29 years,P12I,P012I011,block,missing,Y,N,N,N,N,N,missing,N,male,25,29,missing
30 to 34 years,P12I,P012I012,block,missing,Y,N,N,N,N,N,missing,N,male,30,34,missing
35 to 39 years,P12I,P012I013,block,missing,Y,N,N,N,N,N,missing,N,male,35,39,missing
40 to 44 years,P12I,P012I014,block,missing,Y,N,N,N,N,N,missing,N,male,40,44,missing
45 to 49 years,P12I,P012I015,block,missing,Y,N,N,N,N,N,missing,N,male,45,49,missing
50 to 54 years,P12I,P012I016,block,missing,Y,N,N,N,N,N,missing,N,male,50,54,missing
55 to 59 years,P12I,P012I017,block,missing,Y,N,N,N,N,N,missing,N,male,55,59,missing
60 and 61 years,P12I,P012I018,block,missing,Y,N,N,N,N,N,missing,N,male,60,61,missing
62 to 64 years,P12I,P012I019,block,missing,Y,N,N,N,N,N,missing,N,male,62,64,missing
65 and 66 years,P12I,P012I020,block,missing,Y,N,N,N,N,N,missing,N,male,65,66,missing
67 to 69 years,P12I,P012I021,block,missing,Y,N,N,N,N,N,missing,N,male,67,69,missing
70 to 74 years,P12I,P012I022,block,missing,Y,N,N,N,N,N,missing,N,male,70,74,missing
75 to 79 years,P12I,P012I023,block,missing,Y,N,N,N,N,N,missing,N,male,75,79,missing
80 to 84 years,P12I,P012I024,block,missing,Y,N,N,N,N,N,missing,N,male,80,84,missing
85 years and over,P12I,P012I025,block,missing,Y,N,N,N,N,N,missing,N,male,85,110,missing
Under 5 years,P12I,P012I027,block,missing,Y,N,N,N,N,N,missing,N,female,0,4,missing
5 to 9 years,P12I,P012I028,block,missing,Y,N,N,N,N,N,missing,N,female,5,9,missing
10 to 14 years,P12I,P012I029,block,missing,Y,N,N,N,N,N,missing,N,female,10,14,missing
15 to 17 years,P12I,P012I030,block,missing,Y,N,N,N,N,N,missing,N,female,15,17,missing
18 and 19 years,P12I,P012I031,block,missing,Y,N,N,N,N,N,missing,N,female,18,19,missing
20 years,P12I,P012I032,block,missing,Y,N,N,N,N,N,missing,N,female,20,20,missing
21 years,P12I,P012I033,block,missing,Y,N,N,N,N,N,missing,N,female,21,21,missing
22 to 24 years,P12I,P012I034,block,missing,Y,N,N,N,N,N,missing,N,female,22,24,missing
25 to 29 years,P12I,P012I035,block,missing,Y,N,N,N,N,N,missing,N,female,25,29,missing
30 to 34 years,P12I,P012I036,block,missing,Y,N,N,N,N,N,missing,N,female,30,34,missing
35 to 39 years,P12I,P012I037,block,missing,Y,N,N,N,N,N,missing,N,female,35,39,missing
40 to 44 years,P12I,P012I038,block,missing,Y,N,N,N,N,N,missing,N,female,40,44,missing
45 to 49 years,P12I,P012I039,block,missing,Y,N,N,N,N,N,missing,N,female,45,49,missing
50 to 54 years,P12I,P012I040,block,missing,Y,N,N,N,N,N,missing,N,female,50,54,missing
55 to 59 years,P12I,P012I041,block,missing,Y,N,N,N,N,N,missing,N,female,55,59,missing
60 and 61 years,P12I,P012I042,block,missing,Y,N,N,N,N,N,missing,N,female,60,61,missing
62 to 64 years,P12I,P012I043,block,missing,Y,N,N,N,N,N,missing,N,female,62,64,missing
65 and 66 years,P12I,P012I044,block,missing,Y,N,N,N,N,N,missing,N,female,65,66,missing
67 to 69 years,P12I,P012I045,block,missing,Y,N,N,N,N,N,missing,N,female,67,69,missing
70 to 74 years,P12I,P012I046,block,missing,Y,N,N,N,N,N,missing,N,female,70,74,missing
75 to 79 years,P12I,P012I047,block,missing,Y,N,N,N,N,N,missing,N,female,75,79,missing
80 to 84 years,P12I,P012I048,block,missing,Y,N,N,N,N,N,missing,N,female,80,84,missing
85 years and over,P12I,P012I049,block,missing,Y,N,N,N,N,N,missing,N,female,85,110,missing
Under 1 year,PCT12A,PCT012A003,tract,missing,Y,N,N,N,N,N,missing,missing,male,0,0,missing
1 year,PCT12A,PCT012A004,tract,missing,Y,N,N,N,N,N,missing,missing,male,1,1,missing
2 years,PCT12A,PCT012A005,tract,missing,Y,N,N,N,N,N,missing,missing,male,2,2,missing
